property_id,area_sqft,bedrooms,build_year,city,street_type,furnishing,property_type,has_pool,price,is_price_outlier,price_per_sqft,property_age,area_bucket,is_luxury
938,2019.87,5,1992,Jaipur,Residential Lane,Semi-Furnished,Apartment,No,502364.0,False,248.71,34,2000-2500,False
939,1768.19,3,2013,Gurugram,Residential Lane,Unfurnished,Apartment,No,433859.0,False,245.37,13,1500-2000,False
940,2965.62,5,2002,Delhi,Gated Society,Unfurnished,Duplex,No,828612.0,False,279.41,24,2500-3000,False
941,1797.81,7,1994,Jaipur,Main Road,Semi-Furnished,Duplex,No,592005.0,False,329.29,32,1500-2000,False
942,2625.65,4,1985,Gurugram,Main Road,Furnished,Independent House,No,724737.0,False,276.02,41,2500-3000,False
943,2337.86,5,1985,Indore,Corner Plot,Semi-Furnished,Apartment,No,546994.0,False,233.97,41,2000-2500,False
944,1104.46,6,2021,Noida,Highway Facing,Furnished,Villa,Yes,578103.0,False,523.43,5,1000-1500,False
945,1834.03,4,2018,Noida,Gated Society,Furnished,Apartment,No,558889.0,False,304.73,8,1500-2000,False
946,3124.51,3,1999,Delhi,Highway Facing,Furnished,Apartment,No,767255.0,False,245.56,27,3000+,False
947,2372.95,4,2017,Kanpur,Residential Lane,Furnished,Apartment,No,555734.0,False,234.2,9,2000-2500,False
948,1485.05,6,1990,Indore,Gated Society,Unfurnished,Apartment,Yes,435255.0,False,293.09,36,1000-1500,False
949,1930.59,5,2010,Kanpur,Main Road,Furnished,Villa,No,647168.0,False,335.22,16,1500-2000,False
950,1503.21,5,2020,Prayagraj,Residential Lane,Semi-Furnished,Apartment,No,375473.0,False,249.78,6,1500-2000,False
951,1325.42,5,2003,Delhi,Residential Lane,Unfurnished,Independent House,Yes,436812.0,False,329.56,23,1000-1500,False
952,1787.84,4,2010,Lucknow,Highway Facing,Semi-Furnished,Independent House,No,497243.0,False,278.12,16,1500-2000,False
953,1613.6,5,2006,Lucknow,Gated Society,Unfurnished,Independent House,Yes,576355.0,False,357.19,20,1500-2000,False
954,1841.51,3,1994,Delhi,Gated Society,Furnished,Apartment,No,550517.0,False,298.95,32,1500-2000,False
955,2071.8,2,1988,Indore,Highway Facing,Furnished,Independent House,Yes,551990.0,False,266.43,38,2000-2500,False
956,1420.68,4,2003,Jaipur,Main Road,Semi-Furnished,Apartment,Yes,401893.0,False,282.89,23,1000-1500,False
957,1930.19,4,2019,Delhi,Corner Plot,Unknown,Apartment,No,568335.0,False,294.45,7,1500-2000,False
958,2604.91,2,1990,Delhi,Highway Facing,Furnished,Apartment,No,614288.0,False,235.82,36,2500-3000,False
959,1978.9,4,2003,Noida,Corner Plot,Furnished,Apartment,Yes,595384.0,False,300.87,23,1500-2000,False
960,2218.71,3,2015,Delhi,Residential Lane,Furnished,Apartment,No,622610.0,False,280.62,11,2000-2500,False
961,1371.41,6,2013,Indore,Highway Facing,Semi-Furnished,Apartment,No,394977.0,False,288.01,13,1000-1500,False
962,2975.05,2,1985,Noida,Residential Lane,Unfurnished,Duplex,Yes,696735.0,False,234.19,41,2500-3000,False
963,2043.64,5,2009,Gurugram,Highway Facing,Semi-Furnished,Apartment,No,566017.0,False,276.97,17,2000-2500,False
964,2973.98,6,2016,Gurugram,Gated Society,Furnished,Apartment,No,821611.0,False,276.27,10,2500-3000,False
965,1502.22,3,2024,Jaipur,Main Road,Furnished,Apartment,Yes,515158.0,False,342.93,2,1500-2000,False
966,700.0,5,2015,Jaipur,Residential Lane,Semi-Furnished,Apartment,No,270983.0,False,387.12,11,<1000,False
967,3053.18,7,1998,Prayagraj,Residential Lane,Unknown,Independent House,No,728654.0,False,238.65,28,3000+,False
968,2371.15,3,2008,Indore,Highway Facing,Furnished,Independent House,No,588530.0,False,248.2,18,2000-2500,False
969,2091.45,3,1997,Prayagraj,Residential Lane,Semi-Furnished,Villa,No,582270.0,False,278.4,29,2000-2500,False
970,2225.54,5,1996,Prayagraj,Residential Lane,Furnished,Apartment,No,508711.0,False,228.58,30,2000-2500,False
971,3257.0,7,1989,Lucknow,Highway Facing,Furnished,Apartment,Yes,749900.0,False,230.24,37,3000+,False
972,700.0,3,2010,Noida,Highway Facing,Semi-Furnished,Apartment,Yes,335518.0,False,479.31,16,<1000,False
973,2415.17,5,2011,Delhi,Main Road,Semi-Furnished,Apartment,Yes,720602.0,False,298.36,15,2000-2500,False
974,2123.11,5,2005,Jaipur,Gated Society,Unfurnished,Apartment,No,541348.0,False,254.98,21,2000-2500,False
975,2093.68,4,2001,Delhi,Residential Lane,Unfurnished,Independent House,No,611751.0,False,292.19,25,2000-2500,False
976,2126.85,6,2017,Jaipur,Corner Plot,Unfurnished,Apartment,No,520857.0,False,244.9,9,2000-2500,False
977,2486.21,5,1993,Delhi,Corner Plot,Unfurnished,Apartment,No,626427.0,False,251.96,33,2000-2500,False
978,2159.53,4,2009,Indore,Main Road,Semi-Furnished,Apartment,No,545906.0,False,252.79,17,2000-2500,False
979,3001.86,5,2022,Delhi,Highway Facing,Furnished,Apartment,No,822372.0,False,273.95,4,3000+,False
980,3008.38,4,2014,Gurugram,Highway Facing,Semi-Furnished,Apartment,No,721908.0,False,239.97,12,3000+,False
981,1496.15,4,2007,Kanpur,Corner Plot,Semi-Furnished,Independent House,No,415259.0,False,277.55,19,1000-1500,False
982,2056.11,7,1991,Indore,Highway Facing,Semi-Furnished,Apartment,No,490359.0,False,238.49,35,2000-2500,False
983,2267.61,4,2013,Jaipur,Gated Society,Semi-Furnished,Duplex,No,640963.0,False,282.66,13,2000-2500,False
984,2799.25,6,1990,Prayagraj,Residential Lane,Semi-Furnished,Apartment,Yes,690441.0,False,246.65,36,2500-3000,False
985,2400.97,4,2007,Noida,Corner Plot,Unfurnished,Apartment,No,578269.0,False,240.85,19,2000-2500,False
986,2481.93,6,2004,Indore,Residential Lane,Furnished,Apartment,No,602814.0,False,242.88,22,2000-2500,False
987,1811.63,6,1997,Delhi,Gated Society,Furnished,Independent House,No,653566.0,False,360.76,29,1500-2000,False
988,1981.59,4,2004,Kanpur,Highway Facing,Furnished,Independent House,No,538539.0,False,271.77,22,1500-2000,False
989,1516.8,5,2017,Indore,Main Road,Unfurnished,Independent House,No,496976.0,False,327.65,9,1500-2000,False
990,2390.68,6,1993,Jaipur,Main Road,Furnished,Villa,No,726191.0,False,303.76,33,2000-2500,False
991,2559.98,6,2015,Kanpur,Highway Facing,Unfurnished,Apartment,No,580428.0,False,226.73,11,2500-3000,False
992,2700.0,4,1990,Lucknow,Residential Lane,Furnished,Apartment,Yes,610911.0,False,226.26,36,2500-3000,False
993,2343.45,7,2010,Noida,Gated Society,Furnished,Apartment,No,715475.0,False,305.31,16,2000-2500,False
994,1651.08,5,1997,Prayagraj,Gated Society,Furnished,Duplex,Yes,572534.0,False,346.76,29,1500-2000,False
995,1977.2,3,1988,Delhi,Main Road,Furnished,Apartment,No,565708.0,False,286.12,38,1500-2000,False
996,1588.52,3,2013,Kanpur,Gated Society,Furnished,Apartment,No,430739.0,False,271.16,13,1500-2000,False
997,2131.1,5,2023,Indore,Gated Society,Unfurnished,Duplex,No,607874.0,False,285.24,3,2000-2500,False
998,2855.1,4,1996,Prayagraj,Gated Society,Semi-Furnished,Independent House,No,687675.0,False,240.86,30,2500-3000,False
999,2174.67,5,2005,Indore,Main Road,Unfurnished,Apartment,No,511356.0,False,235.14,21,2000-2500,False
1000,2988.87,2,2012,Lucknow,Gated Society,Semi-Furnished,Duplex,Yes,780922.0,False,261.28,14,2500-3000,False
1001,3159.52,7,2008,Jaipur,Corner Plot,Semi-Furnished,Villa,No,896391.0,False,283.71,18,3000+,False
1002,1440.03,5,1999,Gurugram,Main Road,Semi-Furnished,Apartment,No,434716.0,False,301.88,27,1000-1500,False
1003,1941.51,5,2011,Delhi,Gated Society,Semi-Furnished,Duplex,No,683380.0,False,351.98,15,1500-2000,False
1004,2766.86,4,1991,Lucknow,Gated Society,Furnished,Apartment,Yes,709113.0,False,256.29,35,2500-3000,False
1005,2159.05,7,1988,Kanpur,Highway Facing,Unfurnished,Apartment,Yes,548660.0,False,254.12,38,2000-2500,False
1006,2853.25,2,2004,Noida,Highway Facing,Furnished,Apartment,Yes,677213.0,False,237.35,22,2500-3000,False
1007,2404.09,2,1989,Gurugram,Highway Facing,Furnished,Independent House,No,619572.0,False,257.72,37,2000-2500,False
1008,3117.23,6,1995,Delhi,Main Road,Semi-Furnished,Independent House,No,866679.0,False,278.03,31,3000+,False
1009,3107.82,7,1994,Delhi,Highway Facing,Furnished,Independent House,No,860681.0,False,276.94,32,3000+,False
1010,2081.56,6,1985,Gurugram,Corner Plot,Unfurnished,Independent House,No,609554.0,False,292.84,41,2000-2500,False
1011,1777.17,5,2012,Gurugram,Residential Lane,Furnished,Independent House,No,596702.0,False,335.76,14,1500-2000,False
1012,2576.45,4,2006,Kanpur,Gated Society,Furnished,Villa,No,746579.0,False,289.77,20,2500-3000,False
1013,2089.89,4,2010,Prayagraj,Gated Society,Semi-Furnished,Independent House,No,597366.0,False,285.84,16,2000-2500,False
1014,1129.97,2,1996,Lucknow,Highway Facing,Unknown,Independent House,No,303144.0,False,268.28,30,1000-1500,False
1015,2118.26,5,2010,Prayagraj,Residential Lane,Semi-Furnished,Apartment,Yes,517768.0,False,244.43,16,2000-2500,False
1016,2198.7,5,1994,Prayagraj,Residential Lane,Unfurnished,Duplex,Yes,598581.0,False,272.24,32,2000-2500,False
1017,2196.0,3,1987,Indore,Residential Lane,Semi-Furnished,Apartment,Yes,475803.0,False,216.67,39,2000-2500,False
1018,2655.07,6,1997,Indore,Main Road,Unknown,Independent House,No,707987.0,False,266.65,29,2500-3000,False
1019,2206.57,2,2010,Lucknow,Corner Plot,Semi-Furnished,Independent House,No,541646.0,False,245.47,16,2000-2500,False
1020,2887.2,7,2017,Prayagraj,Gated Society,Semi-Furnished,Independent House,No,753011.0,False,260.81,9,2500-3000,False
1021,2283.27,3,2018,Prayagraj,Highway Facing,Unfurnished,Villa,No,604921.0,False,264.94,8,2000-2500,False
1022,3263.35,6,2009,Indore,Gated Society,Semi-Furnished,Independent House,No,837624.0,False,256.68,17,3000+,False
1023,3029.44,3,1995,Indore,Residential Lane,Furnished,Independent House,Yes,752510.0,False,248.4,31,3000+,False
1024,2302.84,5,1986,Indore,Gated Society,Semi-Furnished,Independent House,Yes,644115.0,False,279.7,40,2000-2500,False
1025,1319.59,3,1996,Lucknow,Corner Plot,Furnished,Apartment,No,326582.0,False,247.49,30,1000-1500,False
1026,2326.88,6,2001,Gurugram,Residential Lane,Furnished,Apartment,Yes,663138.0,False,284.99,25,2000-2500,False
1027,7808.57,7,2005,Jaipur,Main Road,Furnished,Independent House,No,1353997.69,True,173.4,21,3000+,True
1028,2347.42,5,2015,Kanpur,Corner Plot,Semi-Furnished,Independent House,No,606249.0,False,258.26,11,2000-2500,False
1029,1778.1,7,2024,Jaipur,Residential Lane,Unfurnished,Apartment,No,488949.0,False,274.98,2,1500-2000,False
1030,2073.28,6,2019,Gurugram,Residential Lane,Unfurnished,Apartment,Yes,586039.0,False,282.66,7,2000-2500,False
1031,2437.79,5,2004,Noida,Corner Plot,Semi-Furnished,Apartment,No,611494.0,False,250.84,22,2000-2500,False
1032,3073.95,7,2023,Kanpur,Corner Plot,Semi-Furnished,Villa,No,863975.0,False,281.06,3,3000+,False
1033,1963.7,4,1998,Delhi,Main Road,Semi-Furnished,Independent House,No,584246.0,False,297.52,28,1500-2000,False
1034,2754.32,4,2023,Kanpur,Residential Lane,Semi-Furnished,Apartment,Yes,621367.0,False,225.6,3,2500-3000,False
1035,2870.26,6,1996,Kanpur,Residential Lane,Unfurnished,Apartment,No,616245.0,False,214.7,30,2500-3000,False
1036,3666.8,7,1997,Kanpur,Gated Society,Unfurnished,Apartment,No,823572.0,False,224.6,29,3000+,False
1037,2326.53,3,2016,Prayagraj,Main Road,Semi-Furnished,Apartment,Yes,572398.0,False,246.03,10,2000-2500,False
1038,2097.13,7,1992,Gurugram,Corner Plot,Furnished,Independent House,Yes,742468.0,False,354.04,34,2000-2500,False
1039,2549.26,7,1995,Jaipur,Highway Facing,Semi-Furnished,Independent House,No,668968.0,False,262.42,31,2500-3000,False
1040,2959.11,5,1989,Noida,Highway Facing,Furnished,Villa,No,853016.0,False,288.27,37,2500-3000,False
1041,1054.87,7,1990,Jaipur,Corner Plot,Furnished,Apartment,No,393976.0,False,373.48,36,1000-1500,False
1042,2046.36,2,1992,Jaipur,Gated Society,Unfurnished,Apartment,No,453081.0,False,221.41,34,2000-2500,False
1043,2228.8,5,1998,Indore,Corner Plot,Semi-Furnished,Duplex,No,604770.0,False,271.34,28,2000-2500,False
1044,10267.12,7,1990,Indore,Main Road,Semi-Furnished,Villa,Yes,2071401.84,True,201.75,36,3000+,True
1045,3326.79,2,2015,Delhi,Main Road,Furnished,Independent House,No,836563.0,False,251.46,11,3000+,False
1046,1563.68,7,1996,Jaipur,Residential Lane,Furnished,Apartment,No,472668.0,False,302.28,30,1500-2000,False
1047,2402.34,6,1992,Noida,Corner Plot,Semi-Furnished,Apartment,No,611361.0,False,254.49,34,2000-2500,False
1048,2621.51,7,1989,Lucknow,Residential Lane,Semi-Furnished,Apartment,No,610022.0,False,232.7,37,2500-3000,False
1049,1150.02,5,2018,Prayagraj,Residential Lane,Furnished,Villa,No,496056.0,False,431.35,8,1000-1500,False
1050,2482.47,4,2009,Delhi,Gated Society,Semi-Furnished,Apartment,No,665865.0,False,268.23,17,2000-2500,False
1051,2999.1,5,2013,Kanpur,Gated Society,Semi-Furnished,Independent House,No,723703.0,False,241.31,13,2500-3000,False
1052,2863.2,5,1993,Indore,Residential Lane,Semi-Furnished,Apartment,No,608714.0,False,212.6,33,2500-3000,False
1053,1686.22,5,2016,Delhi,Highway Facing,Furnished,Apartment,No,587575.0,False,348.46,10,1500-2000,False
1054,2030.07,5,2005,Indore,Gated Society,Semi-Furnished,Apartment,No,499530.0,False,246.07,21,2000-2500,False
1055,2657.48,7,2001,Delhi,Corner Plot,Furnished,Apartment,No,763812.0,False,287.42,25,2500-3000,False
1056,3321.08,2,1997,Kanpur,Highway Facing,Semi-Furnished,Independent House,Yes,734995.0,False,221.31,29,3000+,False
1057,2760.35,4,2012,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,609974.0,False,220.98,14,2500-3000,False
1058,1661.38,6,1991,Noida,Residential Lane,Semi-Furnished,Villa,No,592390.0,False,356.57,35,1500-2000,False
1059,3164.26,7,2001,Lucknow,Residential Lane,Unfurnished,Apartment,No,700394.0,False,221.35,25,3000+,False
1060,1189.6,5,1993,Noida,Gated Society,Semi-Furnished,Duplex,Yes,488419.0,False,410.57,33,1000-1500,False
1061,2935.01,4,1998,Jaipur,Main Road,Semi-Furnished,Duplex,No,733763.0,False,250.0,28,2500-3000,False
1062,1895.83,5,1993,Delhi,Highway Facing,Semi-Furnished,Apartment,No,555886.0,False,293.22,33,1500-2000,False
1063,2739.35,5,1996,Jaipur,Main Road,Furnished,Apartment,No,639892.0,False,233.59,30,2500-3000,False
1064,1080.93,2,1989,Kanpur,Gated Society,Unfurnished,Apartment,No,248640.0,True,230.02,37,1000-1500,False
1065,1989.29,6,1994,Jaipur,Gated Society,Unfurnished,Apartment,No,515876.0,False,259.33,32,1500-2000,False
1066,2852.55,5,2015,Noida,Residential Lane,Unfurnished,Villa,No,760414.0,False,266.57,11,2500-3000,False
1067,2040.5,5,2013,Jaipur,Highway Facing,Unknown,Independent House,No,549826.0,False,269.46,13,2000-2500,False
1068,1079.9,4,1992,Jaipur,Residential Lane,Semi-Furnished,Apartment,No,318597.0,False,295.02,34,1000-1500,False
1069,2373.93,4,2010,Lucknow,Main Road,Furnished,Independent House,No,658515.0,False,277.39,16,2000-2500,False
1070,1240.98,7,2012,Noida,Residential Lane,Unfurnished,Apartment,No,418999.0,False,337.64,14,1000-1500,False
1071,2230.3,3,1989,Prayagraj,Highway Facing,Semi-Furnished,Independent House,Yes,562880.0,False,252.38,37,2000-2500,False
1072,1869.17,3,2004,Prayagraj,Corner Plot,Furnished,Duplex,No,530841.0,False,284.0,22,1500-2000,False
1073,1211.77,4,1992,Prayagraj,Corner Plot,Unknown,Duplex,No,403417.0,False,332.92,34,1000-1500,False
1074,1730.4,3,1999,Indore,Gated Society,Furnished,Apartment,No,452494.0,False,261.5,27,1500-2000,False
1075,1685.81,2,2018,Indore,Highway Facing,Furnished,Apartment,No,425631.0,False,252.48,8,1500-2000,False
1076,3588.59,3,2012,Kanpur,Highway Facing,Unfurnished,Independent House,No,746609.0,False,208.05,14,3000+,False
1077,2210.7,3,2015,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,496171.0,False,224.44,11,2000-2500,False
1078,2440.3,4,1996,Noida,Main Road,Unfurnished,Apartment,Yes,619353.0,False,253.8,30,2000-2500,False
1079,2889.45,7,2008,Kanpur,Gated Society,Semi-Furnished,Independent House,No,803015.0,False,277.91,18,2500-3000,False
1080,1349.53,5,2003,Gurugram,Corner Plot,Furnished,Apartment,No,452776.0,False,335.51,23,1000-1500,False
1081,2329.07,4,2008,Kanpur,Corner Plot,Unknown,Independent House,No,605846.0,False,260.12,18,2000-2500,False
1082,1602.01,6,2006,Kanpur,Corner Plot,Semi-Furnished,Duplex,No,532257.0,False,332.24,20,1500-2000,False
1083,700.0,6,1998,Indore,Corner Plot,Semi-Furnished,Apartment,No,264649.0,False,378.07,28,<1000,False
1084,2765.74,4,2010,Gurugram,Highway Facing,Unfurnished,Apartment,Yes,680443.0,False,246.03,16,2500-3000,False
1085,2450.94,4,1994,Indore,Main Road,Furnished,Apartment,No,529965.0,False,216.23,32,2000-2500,False
1086,1801.12,7,2010,Jaipur,Gated Society,Unfurnished,Duplex,No,586093.0,False,325.4,16,1500-2000,False
1087,1465.76,5,1990,Lucknow,Gated Society,Semi-Furnished,Apartment,No,435487.0,False,297.11,36,1000-1500,False
1088,2461.05,7,1988,Noida,Corner Plot,Unfurnished,Duplex,No,699925.0,False,284.4,38,2000-2500,False
1089,3558.17,7,1989,Kanpur,Highway Facing,Unfurnished,Apartment,No,736329.0,False,206.94,37,3000+,False
1090,2179.88,4,2011,Prayagraj,Residential Lane,Semi-Furnished,Duplex,No,533498.0,False,244.74,15,2000-2500,False
1091,3022.32,4,2011,Gurugram,Residential Lane,Unfurnished,Independent House,Yes,780760.0,False,258.33,15,3000+,False
